city_pop,age,distance_km,day,amt_log,gender_encoded,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,category_entertainment,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel,state_encoded
-0.1374082937788493,-0.40451039913121495,-0.9827282451878228,0.9523090870376585,1.220322511890688,1.098624095686401,-1.1961859893850901,0.38571146585205485,0.15924976928693121,1.2287264842017966,-0.2144949997882133,-1.2901785053075374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005070993914807302
7.999364412671657,-1.4973235233995317,-0.6859833758732067,-0.7466093791383126,-1.098080470399556,-0.9102294441987615,-0.176181490135808,-1.3454053668933625,-0.9828497383382108,0.6978315065230265,-0.2144949997882133,-1.2901785053075374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0066519843588475885
-0.2790389722820709,-0.17444447823262196,1.087499001264335,-1.652699227765497,-1.127570480604669,1.098624095686401,-0.1761814901358091,1.3851722352363147,0.15924976928693121,1.2287264842017966,1.0790783740858765,-0.6015355179446059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005370802365323062
-0.2756020898908063,-0.40451039913121495,-0.3088458007827649,0.9523090870376585,0.28142251648032357,1.098624095686401,-0.5240860296961021,1.2439678856319394,0.7930671786964866,-1.4517183740658521,0.5323499358345247,1.279872111806934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005727713320605081
-0.283048668405213,2.4713136121011976,-1.9976498739129696,1.1788315491944545,-0.42148645252618755,1.098624095686401,0.9184181668238106,1.2439678856319398,-1.2649250221373824,-0.4950786800372096,-1.5080683736623033,0.7757504567812562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057821327683615815
-0.26978786495914864,-0.864642240928401,0.6506142538189024,0.8390478559592605,-1.4070128223818326,1.098624095686401,-0.822838430685427,-0.9795773352127839,-0.9828497383382108,0.6978315065230265,-0.2144949997882133,-1.2901785053075374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004804026231508312
1.075516505816537,0.1131379228906193,-0.44602022014474996,-0.40682568590311835,0.061209513317924624,-0.9102294441987615,-0.524086029696101,-1.2042010172889877,-0.9828497383382108,0.6978315065230265,0.5323499358345247,-1.1056571729702842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005578996718237224
2.188235324015746,-0.0018950375586772059,0.6901328666562192,0.2727417005672701,-1.7132294938739774,1.098624095686401,-0.5240860296961021,1.2439678856319394,0.15924976928693121,1.2287264842017966,1.0790783740858765,0.7757504567812562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00507306531736306
-0.04277482978584928,-0.0018950375586772059,-0.13485948198270806,1.2920927802728528,0.4047693736620394,1.098624095686401,0.19716606856385482,-1.3935675409515917,-0.4745676401226237,-1.4517183740658524,1.279194871457263,0.08710746941832495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005370802365323062
0.338878046622154,0.515753284463157,0.2632578061019853,1.6318764735080469,0.45400674698290333,-0.9102294441987615,1.2171705678131368,1.0193442035557359,1.3013492769120731,0.6978315065230267,-0.9613399354109513,-1.1056571729702844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007754028723619446
-0.2317371400647238,2.3562806516519013,-1.0655035448340993,0.2727417005672701,-1.8097666181098548,1.098624095686401,1.4464113478157588,0.7266089217330104,0.15924976928693121,1.2287264842017966,0.5323499358345247,-1.1056571729702842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007418060706986602
-0.2859855804293476,-0.0018950375586772059,-0.6472986433260781,-0.29356445482472027,0.7453758636853103,-0.9102294441987615,1.4464113478157588,-0.6868420533900575,-0.4745676401226237,-1.4517183740658524,-0.21449499978821382,1.4643934441441873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002283477409884195
-0.29099521728674965,0.05562144266597105,0.024451387614393673,-0.06704199266792414,0.40342340056821396,-0.9102294441987615,0.5705136272635173,1.3851722352363152,0.15924976928693121,1.2287264842017966,-0.9613399354109513,-1.1056571729702844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068654795108345846
